20260313-142512-2279 01380 * main            (server.cc:217):    Starting server.
20260313-142547-1604 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142547-1618 01380 * SendRequest     (client.cc:198):    Sending client request with id 58 (shardtag=17179869193 predlist_size=1)
20260313-142547-2627 01380 * SendRequest     (client.cc:198):    Sending client request with id 59 (shardtag=34359738378 predlist_size=1)
20260313-142547-3898 01380 * SendRequest     (client.cc:198):    Sending client request with id 60 (shardtag=120259084298 predlist_size=1)
20260313-142547-6642 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142547-7663 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142547-7917 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142547-8663 01380 * SendRequest     (client.cc:198):    Sending client request with id 61 (shardtag=17179869194 predlist_size=1)
20260313-142547-9685 01380 * SendRequest     (client.cc:198):    Sending client request with id 62 (shardtag=34359738379 predlist_size=1)
20260313-142548-1728 01380 * SendRequest     (client.cc:198):    Sending client request with id 63 (shardtag=85899345930 predlist_size=1)
20260313-142548-2703 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142548-2788 01380 * SendRequest     (client.cc:198):    Sending client request with id 64 (shardtag=51539607558 predlist_size=1)
20260313-142548-3712 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142548-5732 01380 * SendRequest     (client.cc:198):    Sending client request with id 65 (shardtag=34359738380 predlist_size=1)
20260313-142548-5758 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142548-6806 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142548-7872 01380 * SendRequest     (client.cc:198):    Sending client request with id 66 (shardtag=68719476742 predlist_size=0)
20260313-142548-7874 01380 * SendRequest     (client.cc:198):    Sending client request with id 67 (shardtag=68719476743 predlist_size=1)
20260313-142548-9751 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142548-9843 01380 * SendRequest     (client.cc:198):    Sending client request with id 68 (shardtag=51539607559 predlist_size=1)
20260313-142549-0892 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142549-0896 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142549-4838 01380 * SendRequest     (client.cc:198):    Sending client request with id 69 (shardtag=85899345931 predlist_size=0)
20260313-142549-5869 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142549-7854 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142549-8780 01380 * SendRequest     (client.cc:198):    Sending client request with id 70 (shardtag=103079215111 predlist_size=1)
20260313-142549-9834 01380 * SendRequest     (client.cc:198):    Sending client request with id 71 (shardtag=34359738381 predlist_size=1)
20260313-142549-9836 01380 * SendRequest     (client.cc:198):    Sending client request with id 72 (shardtag=34359738382 predlist_size=1)
20260313-142550-0134 01380 * SendRequest     (client.cc:198):    Sending client request with id 73 (shardtag=120259084299 predlist_size=1)
20260313-142550-0985 01380 * SendRequest     (client.cc:198):    Sending client request with id 74 (shardtag=68719476744 predlist_size=1)
20260313-142550-3805 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142550-3857 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142550-3860 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142550-3971 01380 * SendRequest     (client.cc:198):    Sending client request with id 75 (shardtag=51539607560 predlist_size=1)
20260313-142550-5169 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142550-7015 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142550-7667 01380 * SendRequest     (client.cc:198):    Sending client request with id 76 (shardtag=7 predlist_size=1)
20260313-142550-8998 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142551-1024 01380 * SendRequest     (client.cc:198):    Sending client request with id 77 (shardtag=51539607561 predlist_size=0)
20260313-142551-1694 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142551-2952 01380 * SendRequest     (client.cc:198):    Sending client request with id 78 (shardtag=34359738383 predlist_size=1)
20260313-142551-4039 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142551-7028 01380 * SendRequest     (client.cc:198):    Sending client request with id 79 (shardtag=17179869195 predlist_size=1)
20260313-142551-7975 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142551-8080 01380 * SendRequest     (client.cc:198):    Sending client request with id 80 (shardtag=51539607562 predlist_size=1)
20260313-142552-1052 01380 * SendRequest     (client.cc:198):    Sending client request with id 81 (shardtag=85899345932 predlist_size=0)
20260313-142552-2052 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142552-2108 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142552-4067 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142552-4141 01380 * SendRequest     (client.cc:198):    Sending client request with id 82 (shardtag=51539607563 predlist_size=0)
20260313-142552-4143 01380 * SendRequest     (client.cc:198):    Sending client request with id 83 (shardtag=51539607564 predlist_size=1)
20260313-142552-6017 01380 * SendRequest     (client.cc:198):    Sending client request with id 84 (shardtag=103079215112 predlist_size=0)
20260313-142552-6019 01380 * SendRequest     (client.cc:198):    Sending client request with id 85 (shardtag=103079215113 predlist_size=1)
20260313-142552-7162 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142552-7165 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142552-9039 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142553-1132 01380 * SendRequest     (client.cc:198):    Sending client request with id 86 (shardtag=17179869196 predlist_size=1)
20260313-142553-1134 01380 * SendRequest     (client.cc:198):    Sending client request with id 87 (shardtag=17179869197 predlist_size=1)
20260313-142553-2053 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142553-3922 01380 * SendRequest     (client.cc:198):    Sending client request with id 88 (shardtag=8 predlist_size=0)
20260313-142553-4123 01380 * SendRequest     (client.cc:198):    Sending client request with id 89 (shardtag=34359738384 predlist_size=0)
20260313-142553-4125 01380 * SendRequest     (client.cc:198):    Sending client request with id 90 (shardtag=34359738385 predlist_size=1)
20260313-142553-4444 01380 * SendRequest     (client.cc:198):    Sending client request with id 91 (shardtag=120259084300 predlist_size=1)
20260313-142553-5166 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142553-5168 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142553-6939 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142553-7144 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142553-7146 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142553-8975 01380 * SendRequest     (client.cc:198):    Sending client request with id 92 (shardtag=9 predlist_size=0)
20260313-142553-8977 01380 * SendRequest     (client.cc:198):    Sending client request with id 93 (shardtag=10 predlist_size=1)
20260313-142553-9470 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142554-1996 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142554-2000 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142554-3263 01380 * SendRequest     (client.cc:198):    Sending client request with id 94 (shardtag=17179869198 predlist_size=1)
20260313-142554-7230 01380 * SendRequest     (client.cc:198):    Sending client request with id 95 (shardtag=34359738386 predlist_size=0)
20260313-142554-8252 01380 * SendRequest     (client.cc:198):    Sending client request with id 96 (shardtag=85899345933 predlist_size=1)
20260313-142554-8288 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142554-9311 01380 * SendRequest     (client.cc:198):    Sending client request with id 97 (shardtag=17179869199 predlist_size=0)
20260313-142555-0246 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142555-2327 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142555-3276 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142555-8174 01380 * SendRequest     (client.cc:198):    Sending client request with id 98 (shardtag=11 predlist_size=0)
20260313-142556-0342 01380 * SendRequest     (client.cc:198):    Sending client request with id 99 (shardtag=103079215114 predlist_size=0)
20260313-142556-1189 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142556-1347 01380 * SendRequest     (client.cc:198):    Sending client request with id 100 (shardtag=34359738387 predlist_size=1)
20260313-142556-3354 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142556-6377 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142556-8712 01380 * SendRequest     (client.cc:198):    Sending client request with id 101 (shardtag=120259084301 predlist_size=0)
20260313-142556-9418 01380 * SendRequest     (client.cc:198):    Sending client request with id 102 (shardtag=85899345934 predlist_size=0)
20260313-142557-0473 01380 * SendRequest     (client.cc:198):    Sending client request with id 103 (shardtag=17179869200 predlist_size=1)
20260313-142557-1728 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142557-2434 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142557-4461 01380 * SendRequest     (client.cc:198):    Sending client request with id 104 (shardtag=34359738388 predlist_size=0)
20260313-142557-4463 01380 * SendRequest     (client.cc:198):    Sending client request with id 105 (shardtag=34359738389 predlist_size=1)
20260313-142557-4498 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142557-7481 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142557-7484 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142557-8347 01380 * SendRequest     (client.cc:198):    Sending client request with id 106 (shardtag=12 predlist_size=1)
20260313-142558-0527 01380 * SendRequest     (client.cc:198):    Sending client request with id 107 (shardtag=34359738390 predlist_size=1)
20260313-142558-0674 01380 * SendRequest     (client.cc:198):    Sending client request with id 108 (shardtag=51539607565 predlist_size=1)
20260313-142558-3576 01380 * SendRequest     (client.cc:198):    Sending client request with id 109 (shardtag=17179869201 predlist_size=0)
20260313-142558-3578 01380 * SendRequest     (client.cc:198):    Sending client request with id 110 (shardtag=17179869202 predlist_size=1)
20260313-142558-3727 01380 * SendRequest     (client.cc:198):    Sending client request with id 111 (shardtag=68719476745 predlist_size=1)
20260313-142558-4379 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142558-4555 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142558-6601 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142558-6703 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142558-7560 01380 * SendRequest     (client.cc:198):    Sending client request with id 112 (shardtag=103079215115 predlist_size=0)
20260313-142558-7727 01380 * SendRequest     (client.cc:198):    Sending client request with id 113 (shardtag=51539607566 predlist_size=0)
20260313-142558-7729 01380 * SendRequest     (client.cc:198):    Sending client request with id 114 (shardtag=51539607567 predlist_size=1)
20260313-142558-7746 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142558-8612 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142559-0574 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142559-0749 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142559-0793 01380 * SendRequest     (client.cc:198):    Sending client request with id 115 (shardtag=68719476746 predlist_size=1)
20260313-142559-2462 01380 * SendRequest     (client.cc:198):    Sending client request with id 116 (shardtag=13 predlist_size=1)
20260313-142559-2758 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
20260313-142559-3628 01380 * SendRequest     (client.cc:198):    Sending client request with id 117 (shardtag=34359738391 predlist_size=0)
20260313-142559-4791 01380 * SendRequest     (client.cc:198):    Sending client request with id 118 (shardtag=51539607568 predlist_size=1)
20260313-142559-4820 01380 ! ReceiveMessage  (replica.cc:814):   [0] Ignoring stray ReplyMessage delivered to replica listener
